1,0,1,1,3
3,0,1,1,3
5,0,1,1,4
7,0,1,1,4
9,0,1,1,3
11,0,1,1,3
13,0,1,1,3
14,0,1,1,3
2,1,1,1,3
3,1,1,1,3
4,1,1,1,3
7,1,1,1,5
8,1,1,1,4
13,1,1,1,4
14,1,1,1,4
1,2,1,1,4
2,2,1,1,4
3,2,1,1,4
4,2,1,1,3
6,2,1,1,4
7,2,1,1,5
9,2,1,1,4
11,2,1,1,4
12,2,1,1,5
14,2,1,1,4
15,2,1,1,3
1,3,1,1,4
4,3,1,1,3
5,3,1,1,4
6,3,1,1,4
8,3,1,1,5
10,3,1,1,5
11,3,1,1,4
13,3,1,1,3
14,3,1,1,3
0,4,1,1,3
1,4,1,1,4
4,4,1,1,4
5,4,1,1,5
7,4,1,1,5
8,4,1,1,5
10,4,1,1,5
11,4,1,1,4
13,4,1,1,3
14,4,1,1,3
0,5,1,1,3
3,5,1,1,6
7,5,1,1,5
10,5,1,1,5
12,5,1,1,5
0,6,1,1,4
1,6,1,1,4
2,6,1,1,6
3,6,1,1,5
4,6,1,1,6
6,6,1,1,5
7,6,1,1,5
11,6,1,1,6
13,6,1,1,5
1,7,1,1,4
2,7,1,1,5
4,7,1,1,5
9,7,1,1,4
10,7,1,1,4
11,7,1,1,4
13,7,1,1,3
14,7,1,1,3
15,7,1,1,3
