1,3,1,1,2
2,1,1,1,3
2,2,1,1,3
2,4,1,1,2
3,0,1,1,2
3,3,1,1,2
3,4,1,1,3
3,6,1,1,2
4,0,1,1,3
4,2,1,1,2
4,5,1,1,3
4,7,1,1,3
5,1,1,1,3
5,2,1,1,3
5,4,1,1,3
5,5,1,1,3
5,6,1,1,2
6,2,1,1,2
6,3,1,1,2
6,5,1,1,2
6,6,1,1,2
7,1,1,1,3
7,3,1,1,3
7,4,1,1,2
7,5,1,1,2
8,1,1,1,2
8,3,1,1,3
8,4,1,1,3
8,5,1,1,3
9,2,1,1,2
9,3,1,1,2
9,5,1,1,3
9,6,1,1,2
10,1,1,1,2
10,2,1,1,3
10,4,1,1,3
10,5,1,1,3
10,6,1,1,2
11,0,1,1,2
11,2,1,1,2
11,7,1,1,2
12,0,1,1,2
12,3,1,1,2
12,4,1,1,2
12,6,1,1,2
13,1,1,1,3
13,2,1,1,3
13,4,1,1,2
14,3,1,1,2
11,5,1,1,2
