0,2,1,1,3
0,7,1,1,4
1,1,1,1,4
1,6,1,1,5
2,0,1,1,4
2,5,1,1,5
3,0,1,1,5
3,3,1,1,4
3,4,1,1,5
4,1,1,1,4
4,3,1,1,4
4,4,1,1,4
5,2,1,1,4
5,5,1,1,5
5,6,1,1,4
6,1,1,1,3
6,2,1,1,5
6,3,1,1,5
6,5,1,1,4
7,1,1,1,4
7,4,1,1,4
7,5,1,1,4
8,0,1,1,4
8,2,1,1,4
8,3,1,1,5
8,5,1,1,4
9,0,1,1,5
9,1,1,1,5
9,2,1,1,4
9,3,1,1,5
9,4,1,1,5
9,5,1,1,5
9,6,1,1,5
10,1,1,1,4
10,3,1,1,4
10,4,1,1,4
10,7,1,1,4
11,0,1,1,4
11,2,1,1,5
11,3,1,1,5
11,7,1,1,4
12,1,1,1,4
13,1,1,1,4
13,3,1,1,5
14,2,1,1,4
14,3,1,1,4
14,4,1,1,4
14,5,1,1,3
14,6,1,1,4
14,7,1,1,4
